,company_name,company_rating,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,salary_rate,recommendation_rate,company_address,company_state,company_employee_num,company_benefit,company_dress_code,company_language,company_work_hours
87,Safeguards G4S Sdn Bhd,3.7311,94,67,63,22,19,83%,69%,"jalan 225, seksyen 51a, 46100 petaling jaya, selangor, malaysia",Selangor,> 5000 ,"Medical, Hostel Provided",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
88,Bank Negara Malaysia,4.1985,150,60,23,12,17,92%,80%,"jalan dato onn, 50480 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,2001 - 5000 ,"Medical, Education support, Loans, Dental, Sports (e.g. Gym), Performance Incentive Scheme ",Business (e.g. Shirts),English & Bahasa Malaysia,"Regular hours, Mondays - Fridays"
89,Honda Malaysia Sdn Bhd,4.2008,126,90,32,7,9,90%,85%,"hicom industrial park pegoh, 78000 alor gajah, melaka.",Melaka,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Parking, Flexible Work Hours, Work From Home",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
90,Wistron Technology (Malaysia) Sdn Bhd,3.5808,120,39,29,16,56,80%,62%,"jalan sultan abdul samad 40, bandar sultan sulaiman, 42000 port klang, selangor, malaysia",Selangor,1001 - 2000 ,"Medical, Education support, Parking, Conducive working facility",Casual (e.g. T-shirts),Bahasa Malaysia & English & Mandarin,"Regular hours, Mondays - Fridays"
91,AIA Shared Services Malaysia,3.0157,60,55,40,29,71,83%,47%,"lingkaran cyber point barat, 63000 cyberjaya, selangor.",Selangor,1001 - 2000 ,"Medical, Dental, Sports (e.g. Gym), Vision, Monthly Transport Allowance, Birthday Leave, EPF Contribution of 16%, Games Room",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
92,Carsem (M) Sdn. Bhd.,3.8346,97,68,55,18,16,77%,73%,"125, jalan lapangan terbang, taman maju rapat, 31350 ipoh, negeri perak",Perak,> 5000 ,"Medical, Education support, Dental, Parking, Medical for immediate family members, car subsidy  & home loan (for Executives) ",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
93,U Mobile Sdn Bhd,3.876,99,88,24,11,28,88%,77%,"lot 11.01, level 11, east berjaya times square, 1, jalan imbi, 55100 kuala lumpur, malaysia.",Kuala Lumpur,1001 - 2000 ,"Medical, Dental, Insurance, Handphone, Childcare / Parental Care Leave, Extended Maternity Leave",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
94,Citigroup Malaysia,4.1306,126,73,16,12,18,91%,82%,menara citibank jalan ampang kuala lumpur federal territory of kuala lumpur malaysia,Selangor,2001 - 5000 ,"Education support, Loans, Vision, Healthcare allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
96,Bank Pertanian Malaysia Berhad (Agrobank),3.9831,99,85,23,10,20,84%,75%,"leboh pasar besar, city centre, 50050 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,2001 - 5000 ,"Medical, Loans, Dental, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),Malay,"Regular hours, Mondays - Fridays"
97,Malaysia Marine and Heavy Engineering Sdn Bhd,4.3376,130,74,22,5,6,91%,90%,pasir gudang johor malaysia,Johor,2001 - 5000 ,"Medical, Sports (e.g. Gym)",Office Attire,English,Local Statutory
98,Pizza Hut Restaurant Sdn Bhd,4.178,126,62,28,4,16,80%,82%,"level 8 tower 1
vsquare @ pj city centre
jalan utara
46200 petaling jaya
selangor darul ehsan
malaysia",Selangor,> 5000 ,"Medical, Miscellaneous allowance, Staff Meals, Hostels",Uniform Provided,Malay,Saturdays/Shift required
99,Lumileds Malaysia Sdn Bhd,3.9915,107,67,32,13,17,91%,76%,"no. 3 lintang bayan lepas 8, kawasan perindustrian bayan lepas fasa 4, mukim 12 11900 penang",Penang,> 5000 ,"Medical, Miscellaneous allowance, Dental, Parking, Vision, Service Awards",Smart Casual,English,"Regular hours, Mondays - Fridays"
100,ViTrox Corporation Bhd / ViE Technologies Sdn Bhd,4.3739,142,60,12,4,12,90%,86%,"746, persiaran cassia selatan 3, taman perindustrian batu kawan, 14110 bandar cassia, penang, malaysia.",Penang,501 - 1000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking, Vision, Music room, Free Vegetarian Lunch",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
101,Pos Aviation Sdn. Bhd.,4.3348,137,52,23,7,8,83%,77%,"pos aviation sdn bhd, ibu pejabat/katering, jalan klia s6, southern support zone, 64000 klia, sepang, selangor",Selangor,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Staff purchase under DRB HICOM group",Uniforms,Both Malay & English,"Regular hours, Mondays - Fridays"
102,Aircomaster Sdn Bhd,3.9238,98,60,39,2,24,91%,87%,"no. 35-7 (penthouse), jalan sp2/1, taman serdang perdana, 43300 seri kembangan, selangor, malaysia",Selangor,1 - 50 ,"Medical, Education support, Basic, Performance Bonus, Training, Study Loan.",Business (e.g. Shirts),English and Bahasa Malaysia and Chinese,"Regular hours, Mondays - Fridays"
103,Agoda International (Malaysia) Sdn. Bhd.,4.2432,128,58,14,6,16,99%,81%,nu sentral jalan stesen sentral 5 brickfields kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,2001 - 5000 ,"Medical, Miscellaneous allowance, Discounted Hotel Stay anywhere in the world",Casual (e.g. T-shirts),English,Any 5 days in a week
104,Hotayi Electronic (M) Sdn Bhd (Hotayi Group),3.7252,130,17,9,16,50,87%,71%,"bukit tengah, 14100 bukit mertajam, penang, malaysia",Penang,1001 - 2000 ,"Medical, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
105,Motorola Solutions Malaysia Sdn Bhd,4.2909,115,70,26,2,7,91%,85%,"plot 2a, medan bayan lepas, mukim 12, s.w.d, 11900 bayan lepas, penang, malaysia.",Penang,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking, Vision, Flexi working hours, cafeteria subsidy",Smart Casual,English,"Regular hours, Mondays - Fridays"
106,LAZADA MALAYSIA,4.0872,116,53,20,10,19,90%,77%,"unit g-1, lobby a, uoa corporate tower, avenue 10, 
the vertical, bangsar south city,
no. 8, jln kerinchi, 59200 kuala lumpur",Kuala Lumpur,501 - 1000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym)",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
107,Technip Energies,4.3657,131,51,23,4,7,89%,86%,"level 15, menara technip energies, 38 jalan inai, 55100 kuala lumpur, malaysia",Kuala Lumpur,2001 - 5000 ,"Medical, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
108,SWIFT SUPPORT SERVICES MALAYSIA SDN. BHD.,3.8164,93,42,33,19,20,81%,47%,"level 8,  uoa corporate tower, lobby b, avenue 10, the vertical, bangsar south city, no.8 jalan kerinchi, 59200 kuala lumpur",Kuala Lumpur,2001 - 5000 ,"Medical, Education support, Dental, Parking, Vision, Flexible benefits, Health check benefit, Work from home policy",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
109,Silterra Malaysia Sdn Bhd,3.7395,78,69,33,4,31,83%,75%,"lot 8, phase 2, kulim hi-tech park, 09090 kulim, kedah, malaysia",Kedah,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Loans, Dental, Sports (e.g. Gym), Parking, Bonuses",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
110,Universiti Teknologi PETRONAS (UTP),4.3925,127,60,17,4,6,94%,86%,"universiti teknologi petronas, 32610 bandar seri iskandar, perak",Perak,501 - 1000 ,"Medical, Dental, Sports (e.g. Gym), Parking",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
111,TGV CINEMAS SDN BHD,4.3886,126,56,19,5,5,88%,86%,"jalan ampang, kuala lumpur city centre, 55000 kuala lumpur, federal territory of kuala lumpur, malaysia",Selangor,501 - 1000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Free Monthly Movie Passes",Smart Casual,English,"Regular hours, Mondays - Fridays"
112,UTS Marketing Solutions Sdn Bhd,3.6381,76,52,39,16,27,83%,66%,"suites 802-803, 8th floor, plaza see hoy chan, jalan raja chulan, 50200 federal territory of kuala lumpur, malaysia",Kuala Lumpur,1001 - 2000 ,"Medical, Miscellaneous allowance","Monday to Thursday - Formal/ Traditional Attire, Friday - Smart Casual ",English,"Office hours, Monday-Friday; 2 Saturdays in a month"
113,PUSPAKOM SDN BHD,3.9952,111,38,25,15,19,82%,62%,jalan usahawan u1/8 shah alam selangor malaysia,Selangor,1001 - 2000 ,"Medical, Dental, Parking, Group Term Life & Group Personal Accident Insurance Coverage",Formal : Executive & Non Executive except for the operational staff (uniform),Bahasa Malaysia & English,"Regular hours, Mondays - Fridays"
114,UOA Hospitality Sdn Bhd,2.3493,41,11,14,57,86,60%,26%,bangsar south jalan kerinchi kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,501 - 1000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Parking, Duty Meals, Uniforms + Suits",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
115,HeiTech Padu Berhad,4.1388,93,73,29,7,7,84%,86%,menara heitech village persiaran kewajipan usj 1 47600 subang jaya selangor malaysia,Selangor,501 - 1000 ,Medical,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
116,NXP Semiconductors Malaysia Sdn Bhd,4.2548,112,63,17,6,10,92%,83%,"pt no. 12687, tuanku jaafar industrial park,  seremban 71450",Negeri Sembilan,501 - 1000 ,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays-Fridays"
117,Coway (Malaysia) Sdn Bhd,4.1748,111,46,32,8,9,90%,81%,"level 20, menara ilham, no.8, jalan binjai, 50450 kuala lumpur",Kuala Lumpur,501 - 1000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Vision, Outpatient Medical Card, Yearly Performance Bonus, Staff Purchase",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
118,Watson's Personal Care Stores Sdn. Bhd.,4.0098,86,68,30,9,12,82%,72%,"wisma chuang (a.k.a central plaza) 34, jalan sultan ismail kuala lumpur federal territory of kuala lumpur malaysia",Kuala Lumpur,> 5000 ,"Medical, Dental, Vision, Flexible Working Hours, Subsidy, Long Service Award",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
119,Universiti Malaya (University Of Malaya),4.5317,129,59,14,3,0,88%,92%,"university of malaya, universiti malaya, 50603 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,1001 - 2000 ,"Dental, Education support, Medical",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
120,Grab,4.1373,113,45,25,3,18,91%,75%,"level 17, 1 first avenue, 
bandar utama,  
47800 petaling jaya, 
selangor",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Insurance, Company Events",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
121,Malaysian Resources Corporation Berhad,3.867,87,49,36,15,16,86%,72%,"menara allianz sentral, no. 203, jalan tun sambanthan,
kuala lumpur sentral, 50470 kuala lumpur",Kuala Lumpur,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Dental, Parking, Many more",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
122,ATA INDUSTRIAL (M) SDN.BHD.,3.8691,104,35,11,5,36,85%,66%,"18 jalan riang 23, taman gembira, 81200 johor bahru, johor, malaysia",Johor,> 5000 ,"Medical, TBA",Uniform provided,English & Bahasa Malaysia,"Regular hours, Mondays - Fridays"
123,Valiram,3.6965,70,56,34,26,15,86%,69%,"jalan pinang, kuala lumpur, 50450 kuala lumpur, federal territory of kuala lumpur, malaysia",Penang,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, EPF, SOCSO, Birthday Leave",Business (e.g. Shirts),English,"Regular hours, Mondays-Fridays (for head office), Retail hours"
124,Bank Muamalat Malaysia Bhd,4.11,95,53,38,7,7,93%,83%,menara bumiputra jalan melaka kuala lumpur federal territory of kuala lumpur malaysia,Melaka,1001 - 2000 ,"Medical, Dental, Remuneration package",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
125,Sunway Medical Centre Sdn Bhd,4.02,98,41,40,9,12,88%,76%,"103 irrawaddy road, royal square, # 09-01, singapura 329566",,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Dental, Parking, Vision, Contractual & Performance Bonus",Uniform,English,Saturdays/Shift required
126,Mesiniaga Berhad,4.2764,102,68,16,8,5,86%,86%,menara mesiniaga ss 16 subang jaya selangor malaysia,Selangor,501 - 1000 ,"Medical, Miscellaneous allowance, Education support, Loans, Dental, Sports (e.g. Gym), Parking, Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
127,Huawei Technologies (Malaysia) Sdn. Bhd,3.5879,71,47,39,12,30,94%,63%,"suite 32-01, level 32, integra tower, the intermark, 348, jalan tun razak, 50400 kuala lumpur, malaysia",Kuala Lumpur,2001 - 5000 ,"Medical, Miscellaneous allowance, Insurance and etc.",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
128,UWC Holdings Sdn Bhd,3.0905,56,38,29,20,56,69%,49%,"pmt 744 jalan cassia selatan 5/1,taman perindustrian batu kawan,14110 bandar cassia, pulau pinang.",Penang,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Sports (e.g. Gym), Parking, Free shares to employees",Company uniform (e.g. company t-shirts),English/Bahasa Malaysia/Mandarin,"Regular hours, Mondays - Fridays"
129,BASF PETRONAS Chemicals Sdn Bhd,4.264,110,50,22,9,6,91%,85%,jalan gebeng 2/1 kawasan perindustrian gebeng 26080 kuantan pahang darul makmur,Pahang,501 - 1000 ,"Medical, Education support, Dental, Long Term Cash Incentives ",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
131,GAMUDA BERHAD,4.1173,96,57,24,8,11,93%,75%,"menara gamuda
d-16-01, block d,
pj trade centre
no. 8, jalan pju 8/8a
bandar damansara perdana
47820 petaling jaya
selangor darul ehsan, malaysia",Selangor,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Sports (e.g. Gym), Parking, Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
133,Great Eastern Life Assurance Co Ltd,4.1333,97,53,28,8,9,85%,84%,"menara great eastern, 303 jalan ampang, 50450 kuala lumpur",Selangor,1001 - 2000 ,"Medical, Education support, Loans, Dental, Sports (e.g. Gym), Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
134,II-VI MALAYSIA ADVANCED MFG CENTER SDN. BHD. (Formerly Known as FINISAR),3.9128,95,49,18,5,28,85%,76%,"plot 1, kinta free industrial zone, off jalan tunku abdul rahman, chemor, perak",Perak,2001 - 5000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking, Vision, Loans Interest Subsidy",Smart Casual,English,"Regular hours, Mondays - Fridays"
135,Astro,4.0974,102,47,20,15,11,91%,77%,57000 lebuhraya bukit jalil technology park malaysia kuala lumpur federal territory of kuala lumpur malaysia,Kuala Lumpur,2001 - 5000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking, Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
136,Ernst & Young,4.1385,80,78,26,6,5,94%,84%,"b-15, medini 9, persiaran medini sentral 1, bandar medini iskandar, 79250 iskandar puteri, johor.",Johor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
137,KEDIOS BERHAD,1.634,27,3,2,2,160,15%,14%,"no. 1 one square, tingkat mahsuri 1, 11950 bayan baru, penang.",Penang,1 - 50 ,"Annual leave, Medical leave, Annual team building, Medical claim",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
138,S P Setia Berhad,4.3886,119,50,11,6,7,93%,82%,"s p setia bhd corporate hq, no.12, persiaran setia dagang, setia alam, seksyen u13, 40170 shah alam, selangor.",Selangor,1001 - 2000 ,"Medical, Miscellaneous allowance, Loans, Dental, Sports (e.g. Gym), Parking, Staff Purchase Discount & Long Term Incentive Scheme",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
139,Sysmex (Malaysia) Sdn Bhd,3.4479,106,10,4,8,64,85%,72%,"no 11 & 15a jalan pjs 7/21, bdr sunway, 47500 subang jaya, selangor, malaysia",Selangor,51 - 200 ,"Medical, Miscellaneous allowance, Education support, Dental, Vision, Health Check-Up, Employee Wellness Program, Staff Referral Scheme",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
140,LONGI (KUCHING) SDN BHD,3.4792,66,49,27,11,39,88%,67%,"lot 2118, jalan usaha jaya, sama jaya free industrial zone, 93450 kuching, sarawak, malaysia.",Sarawak,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Parking, Optical, Incentives, 13 months salary, Baby bonding bonus, Insurance covered",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
141,Proton Edar Sdn Bhd,4.0904,86,51,38,8,5,85%,80%,"shah alam hwy, malaysia",Selangor,2001 - 5000 ,"Medical, Miscellaneous allowance, Dental, Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
142,MBSB Bank Berhad,4.2128,94,58,25,4,7,82%,85%,"menara mbsb bank, pj sentral, lot 12, persiaran barat, seksyen 52 petaling jaya, 46200 petaling jaya, selangor",Selangor,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Loans, Dental, Sports (e.g. Gym), Parking, Vision",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
143,Cotton On Group,4.4521,118,49,13,4,4,89%,84%,"unit 21-1, level 21, menara worldwide,
jalan bukit bintang,
kuala lumpur",Kuala Lumpur,> 5000 ,Uniform Allowance,Casual (e.g. T-shirts),English,45 hours and 5 working days per week
145,Mah Sing Group Berhad,3.4194,58,44,30,24,29,81%,59%,"163 jalan sungai besi, 57100 kuala lumpur, federal territory of kuala lumpur, malaysia",Kuala Lumpur,501 - 1000 ,"Medical, Dental, Sports (e.g. Gym), Vision",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
146,Radicare (M) Sdn Bhd,4.2957,91,68,22,1,4,79%,87%,"wisma uoa damansara ii, no 6, jalan changkat semantan, damansara height, 50490 kuala lumpur",Selangor,2001 - 5000 ,"Medical, Dental",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
147,MIMOS Berhad,4.2432,86,66,28,2,3,91%,86%,technology park  malaysia,,501 - 1000 ,"Medical, Parking, Sports (e.g. Gym), Tennis Court,Leave(Annual,Medical), Insurance Coverage",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
148,Guardian Pharmacy,4.0595,76,66,30,4,9,85%,85%,"lot 2, persiaran sukan, seksyen 13, 40100 shah alam, selangor, malaysia",Selangor,> 5000 ,"Annual Leave, 13th Month Salary, Staff Purchase Discount, Medical",Business (e.g. Shirts),English & Bahasa Malaysia,"Hq (5 days a week) or Operations (Shift, Weekend & Public Holiday)"
149,Rofina Marketing (M) Sdn Bhd,3.1514,71,30,11,2,71,61%,60%,"pine valley business centre, 22 & 22a, lebuh rambai 11, paya terubong, penang",Penang,201 - 500 ,"EPF, SOCSO, Training, Commission, Incentive, Annual Leave, Staff Purchase",Business (e.g. Shirts),Mandarin,"6 Days per Week, 8 Hours Per Day"
150,ASE Electronics (M) Sdn Bhd,3.4865,55,51,36,15,28,82%,68%,"plot 20, phase iv, bayan lepas fiz, 11900 penang",Penang,2001 - 5000 ,"Medical, Miscellaneous allowance, Education support, Dental, Parking, Vision",Casual (e.g. T-shirts),English,Normal Shift : 4.5 Days Work Weeks & Flexi Work Hours.
151,TIME dotCom Berhad,3.8757,81,46,27,16,15,91%,76%,"no.14, jalan majistret u1/26
hicom-glenmarie industrial park
40150 shah alam",Selangor,1001 - 2000 ,"Medical, Miscellaneous allowance, Education support, Dental, Sports (e.g. Gym), Parking, Vision, Sports Centre",Smart Casual,English,"Regular hours, Mondays - Fridays"
